,CBLOF,FeatureBagging,HBOS,IForest,KNN,AverageKNN,MCD,OCSVM,PCA
601,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941
602,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
603,0.9946,0.9946,0.9946,0.9946,0.9946,0.9945,0.9946,0.9946,0.9946
604,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
605,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941
606,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941
607,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
608,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963
609,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
610,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
611,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
612,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
613,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
614,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
615,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964
616,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955
617,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941
618,0.995,0.9954,0.995,0.995,0.995,0.995,0.995,0.995,0.995
619,0.9946,0.9946,0.9946,0.9946,0.9946,0.9946,0.9946,0.9946,0.9946
620,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
621,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941
622,0.9941,0.9945,0.9945,0.9945,0.9941,0.9941,0.9945,0.9941,0.9941
623,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963
624,0.9955,0.9955,0.9959,0.9959,0.9955,0.9955,0.9955,0.9955,0.9955
625,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
626,0.9955,0.9955,0.9955,0.9959,0.9955,0.9955,0.9959,0.9955,0.9955
627,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
628,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954
629,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
630,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
631,0.9973,0.9973,0.9973,0.9973,0.9973,0.9973,0.9973,0.9973,0.9973
632,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964
633,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
634,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
635,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
636,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954
637,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941
638,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
639,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
640,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
641,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994
642,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
643,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954
644,0.9955,0.9955,0.9955,0.9955,0.9954,0.9954,0.9955,0.9955,0.9955
645,0.995,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.995,0.995
646,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
647,0.9964,0.9964,0.9964,0.9964,0.9963,0.9964,0.9964,0.9964,0.9964
648,0.995,0.995,0.995,0.995,0.9955,0.995,0.9955,0.995,0.995
649,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941,0.9941
650,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
651,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954,0.9954
652,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
653,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955
654,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
655,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964
656,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
657,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955
658,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
659,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959
660,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952
661,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936
662,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951
663,0.9968,0.9968,0.9968,0.9968,0.9968,0.9968,0.9968,0.9968,0.9968
664,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967
665,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936
666,0.9969,0.9969,0.9969,0.9969,0.9969,0.9969,0.9969,0.9969,0.9969
667,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952
668,0.9968,0.9968,0.9968,0.9968,0.9968,0.9968,0.9968,0.9968,0.9968
669,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952
670,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
671,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884
672,0.9888,0.9888,0.9892,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888
673,0.9904,0.9904,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904
674,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
675,0.9904,0.9904,0.9904,0.9907,0.9904,0.9903,0.9907,0.9904,0.9907
676,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
677,0.99,0.99,0.99,0.9907,0.99,0.99,0.99,0.9907,0.9907
678,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
679,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892
680,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
681,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
682,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923
683,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888
684,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919
685,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
686,0.9911,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
687,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
688,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
689,0.9907,0.9904,0.9904,0.9904,0.9903,0.9903,0.9904,0.9904,0.9904
690,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
691,0.9911,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
692,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
693,0.9927,0.9927,0.9927,0.9927,0.9927,0.9927,0.9927,0.9927,0.9927
694,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
695,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
696,0.9904,0.9904,0.9904,0.9904,0.9903,0.9903,0.9904,0.9904,0.9904
697,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
698,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
699,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
700,0.9903,0.9904,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904
701,0.9884,0.9888,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884
702,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888
703,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
704,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888
705,0.9876,0.9876,0.9876,0.9876,0.9876,0.9876,0.9876,0.9876,0.9876
706,0.9904,0.9904,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904
707,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884
708,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
709,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
710,0.9907,0.9904,0.9904,0.9904,0.9903,0.9903,0.9904,0.9904,0.9904
711,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892
712,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988
713,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892
714,0.9892,0.9892,0.9896,0.9896,0.9892,0.9892,0.9892,0.9892,0.9896
715,0.9904,0.9904,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904
716,0.9919,0.9919,0.9919,0.9923,0.9919,0.9919,0.9919,0.9919,0.9919
717,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
718,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
719,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9892
720,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
721,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.9904,0.9904
722,0.9911,0.9915,0.9911,0.9911,0.9911,0.9911,0.9911,0.9915,0.9915
723,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9892,0.9892
724,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9915
725,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
726,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
727,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
728,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
729,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
730,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888
731,0.99,0.99,0.9904,0.99,0.99,0.99,0.99,0.99,0.99
732,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
733,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888
734,0.9892,0.9892,0.9896,0.9892,0.9892,0.9892,0.9892,0.9892,0.9896
735,0.9904,0.9904,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904
736,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892
737,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
738,0.99,0.99,0.9904,0.99,0.99,0.99,0.99,0.99,0.99
739,0.988,0.9876,0.9876,0.9876,0.988,0.9876,0.9876,0.9876,0.9876
740,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892
741,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
742,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
743,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884
744,0.9904,0.9904,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904
745,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
746,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919
747,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
748,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892
749,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919,0.9919
750,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
751,0.99,0.99,0.99,0.99,0.9903,0.99,0.99,0.99,0.99
752,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923
753,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
754,0.9919,0.9919,0.9919,0.9923,0.9919,0.9919,0.9919,0.9919,0.9919
755,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
756,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
757,0.9888,0.9888,0.9892,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888
758,0.99,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
759,0.9904,0.9904,0.9907,0.9904,0.9903,0.9904,0.9904,0.9907,0.9907
760,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
761,0.9888,0.9888,0.9892,0.9892,0.9888,0.9888,0.9892,0.9888,0.9892
762,0.9904,0.9904,0.9904,0.9904,0.9903,0.9903,0.9904,0.9904,0.9904
763,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
764,0.99,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
765,0.99,0.99,0.99,0.99,0.9899,0.99,0.99,0.99,0.99
766,0.9904,0.9904,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904
767,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892
768,0.9904,0.9904,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904
769,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
770,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
771,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884
772,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923
773,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
774,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888,0.9888
775,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9892,0.9896,0.9896
776,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
777,0.9904,0.9904,0.9904,0.9904,0.9903,0.9903,0.9904,0.9904,0.9904
778,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
779,0.9911,0.9911,0.9911,0.9919,0.9911,0.9911,0.9911,0.9911,0.9915
780,0.9888,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884
781,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
782,0.9919,0.9915,0.9919,0.9915,0.9915,0.9915,0.9915,0.9919,0.9919
783,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
784,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
785,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9888,0.9888
786,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
787,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
788,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907,0.9907
789,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911
790,0.9878,0.9878,0.9878,0.9878,0.9878,0.9878,0.9878,0.9878,0.9878
791,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901
792,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883
793,0.9919,0.9919,0.9919,0.9919,0.9918,0.9919,0.9919,0.9919,0.9919
794,0.9915,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991
795,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883
796,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887
797,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915,0.9915
798,0.9896,0.99,0.99,0.9896,0.99,0.9896,0.9896,0.9896,0.9896
799,0.991,0.991,0.9915,0.9915,0.991,0.991,0.9915,0.9915,0.9915
800,0.9891,0.9895,0.9891,0.9891,0.9891,0.9891,0.9891,0.9891,0.9891
801,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886
802,0.99,0.99,0.99,0.99,0.99,0.99,0.9905,0.99,0.99
803,0.9906,0.9901,0.9901,0.9901,0.9906,0.9901,0.9901,0.9901,0.9901
804,0.9891,0.9891,0.9891,0.9891,0.9891,0.9891,0.9891,0.9891,0.9891
805,0.9919,0.9919,0.9919,0.9919,0.9923,0.9919,0.9919,0.9919,0.9919
806,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9906,0.9906,0.9906
807,0.9919,0.9919,0.9919,0.9919,0.9919,0.9918,0.9919,0.9919,0.9919
808,0.9886,0.9886,0.9886,0.9886,0.9891,0.9886,0.9886,0.9886,0.9886
809,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909
810,0.9896,0.9896,0.9896,0.9896,0.9901,0.9896,0.9896,0.9896,0.9896
811,0.9891,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9891
812,0.9901,0.9901,0.9906,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901
813,0.9905,0.9905,0.9905,0.9905,0.9909,0.9905,0.9905,0.9905,0.9905
814,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909
815,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909,0.9909
816,0.9883,0.9883,0.9878,0.9878,0.9878,0.9878,0.9878,0.9878,0.9878
817,0.9886,0.9886,0.9882,0.9882,0.9891,0.9882,0.9882,0.9882,0.9882
818,0.9896,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887
819,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9901,0.9896
820,0.9886,0.9886,0.9886,0.989,0.9886,0.9886,0.9886,0.9886,0.9886
821,0.9914,0.9914,0.9914,0.9914,0.9919,0.9914,0.9914,0.9914,0.9914
822,0.9901,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
823,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886
824,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901
825,0.9887,0.9896,0.9887,0.9887,0.9901,0.9887,0.9887,0.9887,0.9887
826,0.9897,0.9897,0.9897,0.9897,0.9897,0.9897,0.9897,0.9897,0.9897
827,0.9905,0.9905,0.9905,0.9905,0.9905,0.9905,0.9905,0.9905,0.9905
828,0.9882,0.9882,0.9887,0.9887,0.9882,0.9882,0.9887,0.9882,0.9882
829,0.9923,0.9923,0.9923,0.9923,0.9919,0.9919,0.9919,0.9919,0.9919
830,0.9883,0.9883,0.9878,0.9878,0.9878,0.9878,0.9878,0.9878,0.9878
831,0.9891,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887
832,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914
833,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887
834,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991
835,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
836,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887
837,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901,0.9901
838,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914
839,0.9896,0.9896,0.9896,0.99,0.9896,0.9896,0.9896,0.99,0.99
840,0.9905,0.9905,0.991,0.9905,0.991,0.9905,0.991,0.9905,0.9905
841,0.9892,0.9883,0.9883,0.9883,0.9883,0.9883,0.9883,0.9887,0.9883
842,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
843,0.9918,0.9918,0.9918,0.9918,0.9918,0.9918,0.9918,0.9918,0.9918
844,0.9896,0.9896,0.9896,0.9896,0.99,0.9896,0.9896,0.9896,0.99
845,0.9895,0.9895,0.99,0.9895,0.9895,0.9895,0.9895,0.9895,0.99
846,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887
847,0.9901,0.9901,0.9901,0.9905,0.9905,0.9901,0.9901,0.9901,0.9901
848,0.9895,0.9895,0.99,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895
849,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9887,0.9891,0.9896
850,0.9471,0.9474,0.9475,0.9471,0.9471,0.9471,0.9471,0.9478,0.9486
851,0.9491,0.9498,0.9502,0.9491,0.9495,0.9483,0.9487,0.9502,0.9502
852,0.9494,0.949,0.9478,0.9482,0.949,0.9463,0.9474,0.9482,0.9482
853,0.9499,0.9495,0.9503,0.9499,0.9499,0.9495,0.9503,0.9515,0.9499
854,0.9494,0.9479,0.9483,0.9483,0.9483,0.9475,0.9483,0.9483,0.9475
855,0.9511,0.9503,0.9511,0.9507,0.9499,0.9499,0.9503,0.9495,0.9495
856,0.9508,0.9527,0.9511,0.9511,0.9527,0.9519,0.9508,0.9511,0.9515
857,0.9511,0.9507,0.9519,0.9523,0.9507,0.9499,0.9503,0.9519,0.9519
858,0.9487,0.9483,0.9483,0.9479,0.9483,0.9483,0.9483,0.9483,0.9487
859,0.9478,0.9478,0.9471,0.9478,0.9467,0.9462,0.9471,0.9474,0.9478
860,0.9458,0.945,0.9446,0.945,0.9462,0.9443,0.9462,0.945,0.9454
861,0.947,0.9466,0.9493,0.9474,0.947,0.9455,0.9455,0.947,0.947
862,0.9495,0.9499,0.9507,0.9503,0.9495,0.9491,0.9499,0.9499,0.9499
863,0.9442,0.9433,0.9449,0.9438,0.9445,0.9434,0.9442,0.9441,0.9438
864,0.9457,0.9458,0.9454,0.9446,0.9458,0.9438,0.9446,0.945,0.9458
865,0.9446,0.9462,0.9454,0.945,0.9454,0.9438,0.9454,0.9458,0.945
866,0.9478,0.9482,0.9474,0.9482,0.9486,0.9463,0.9467,0.9478,0.9478
867,0.9491,0.9503,0.9514,0.9495,0.9507,0.9495,0.9491,0.9499,0.9503
868,0.9502,0.9491,0.9494,0.9483,0.9494,0.9483,0.9483,0.9487,0.949
869,0.9475,0.9475,0.9483,0.9479,0.9482,0.9475,0.9475,0.9487,0.9487
870,0.9483,0.9491,0.9491,0.9491,0.9487,0.9487,0.9491,0.9491,0.9487
871,0.9483,0.9486,0.9494,0.9502,0.9487,0.9475,0.9487,0.9491,0.9506
872,0.9507,0.9503,0.9499,0.9511,0.9507,0.9495,0.9499,0.9518,0.9515
873,0.9458,0.9455,0.9462,0.9455,0.9458,0.9454,0.9451,0.9462,0.9458
874,0.9495,0.9487,0.9495,0.9498,0.9479,0.9479,0.9495,0.9502,0.9498
875,0.9482,0.947,0.9454,0.9466,0.9478,0.9474,0.9466,0.9474,0.947
876,0.9478,0.947,0.9458,0.9458,0.9466,0.945,0.9466,0.9466,0.9466
877,0.9508,0.9519,0.9515,0.9511,0.9519,0.9507,0.9511,0.9523,0.9515
878,0.9474,0.9482,0.9478,0.9474,0.9478,0.9471,0.9474,0.9486,0.9486
879,0.9471,0.9471,0.9479,0.9486,0.9471,0.9471,0.9471,0.9471,0.9471
880,0.9483,0.9491,0.9483,0.9487,0.9495,0.9483,0.9491,0.9502,0.9491
881,0.9462,0.9458,0.9462,0.9466,0.9454,0.945,0.9458,0.947,0.9466
882,0.9487,0.9483,0.9487,0.9491,0.9495,0.9483,0.9487,0.9491,0.9495
883,0.9527,0.9531,0.9527,0.9519,0.9531,0.9512,0.9519,0.9527,0.9515
884,0.9486,0.9483,0.9502,0.9483,0.9483,0.9471,0.9479,0.9486,0.9486
885,0.9479,0.9483,0.9471,0.9479,0.9482,0.9475,0.9479,0.9475,0.9475
886,0.9446,0.9438,0.9458,0.9442,0.9454,0.9442,0.9442,0.945,0.9446
887,0.945,0.9446,0.9442,0.945,0.9446,0.943,0.9449,0.9453,0.945
888,0.9511,0.9503,0.9507,0.9507,0.9499,0.9495,0.9499,0.951,0.9511
889,0.9487,0.9495,0.9495,0.9499,0.9495,0.9495,0.9491,0.9495,0.9499
890,0.9479,0.9486,0.949,0.9486,0.9479,0.9471,0.9486,0.949,0.9494
891,0.9552,0.9559,0.9563,0.9567,0.9558,0.9548,0.9548,0.9559,0.9563
892,0.9495,0.951,0.9514,0.9499,0.951,0.9487,0.9499,0.9499,0.9499
893,0.9454,0.9458,0.945,0.9442,0.9458,0.9446,0.9438,0.9454,0.945
894,0.9478,0.9478,0.9478,0.9474,0.9482,0.947,0.9482,0.9486,0.9478
895,0.9462,0.9454,0.945,0.9446,0.9462,0.945,0.9454,0.9454,0.9458
896,0.9515,0.9511,0.9523,0.9515,0.9507,0.9511,0.9511,0.9511,0.9523
897,0.9483,0.9483,0.9494,0.9491,0.9487,0.9475,0.9479,0.9494,0.9491
898,0.9511,0.9515,0.9519,0.9515,0.9503,0.9499,0.9515,0.9523,0.9523
899,0.9491,0.9495,0.9491,0.9491,0.9502,0.9483,0.9483,0.951,0.9498
900,0.9511,0.9511,0.9503,0.9499,0.9507,0.9503,0.9503,0.9507,0.9511
901,0.9491,0.9479,0.9483,0.9483,0.9483,0.9483,0.9479,0.9479,0.9483
902,0.9479,0.9479,0.949,0.949,0.9479,0.9471,0.9471,0.949,0.949
903,0.9486,0.9486,0.949,0.949,0.9483,0.9475,0.9486,0.9498,0.9502
904,0.9484,0.9484,0.9484,0.9484,0.9484,0.9484,0.9484,0.9484,0.9484
