,CBLOF,FeatureBagging,HBOS,IForest,KNN,AverageKNN,MCD,OCSVM,PCA
429,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
430,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
431,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
432,0.9988,0.9988,0.9988,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
433,0.9993,0.9993,0.9993,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
434,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
435,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
436,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
437,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
438,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
439,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
440,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
441,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
442,0.999,0.999,0.9989,0.999,0.9989,0.9989,0.999,0.999,0.999
443,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
444,0.999,0.999,0.9989,0.999,0.9989,0.9989,0.999,0.999,0.999
445,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
446,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
447,0.9988,0.9988,0.9987,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
448,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
449,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
450,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
451,0.999,0.999,0.9989,0.999,0.999,0.999,0.999,0.999,0.999
452,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
453,0.999,0.999,0.9989,0.999,0.9989,0.9989,0.999,0.999,0.999
454,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
455,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
456,0.999,0.999,0.9989,0.999,0.9989,0.9989,0.999,0.999,0.999
457,0.9993,0.9993,0.9992,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
458,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
459,0.999,0.999,0.9989,0.999,0.999,0.999,0.999,0.999,0.999
460,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
461,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
462,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
463,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
464,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
465,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
466,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
467,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
468,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
469,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
470,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
471,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
472,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
473,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
474,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
475,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
476,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
477,0.9988,0.9988,0.9987,0.9988,0.9987,0.9987,0.9988,0.9988,0.9988
478,0.9993,0.9993,0.9992,0.9993,0.9992,0.9992,0.9993,0.9993,0.9993
479,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
480,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
481,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
482,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
483,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
484,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
485,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
486,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
487,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
488,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
489,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
490,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
491,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
492,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
493,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
494,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
495,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
496,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
497,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
498,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
499,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
500,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
501,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
502,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
503,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
504,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
505,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
506,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
507,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
508,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
509,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
510,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
511,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
512,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
513,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
514,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
515,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
516,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
517,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998
518,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
519,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
520,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
521,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
522,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
523,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
524,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
525,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9995,0.9993
526,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
527,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
528,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
529,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
530,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998
531,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
532,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
533,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
534,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
535,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993
536,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
537,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
538,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
539,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
540,0.9957,0.9957,0.9949,0.9957,0.994,0.994,0.9957,0.9957,0.9957
541,0.9945,0.9945,0.9935,0.9945,0.9923,0.9923,0.9945,0.9945,0.9945
542,0.9962,0.9962,0.9955,0.9962,0.9947,0.9947,0.9962,0.9962,0.9962
543,0.9945,0.9945,0.9942,0.9945,0.9923,0.9923,0.9945,0.9945,0.9945
544,0.995,0.995,0.994,0.995,0.9929,0.9929,0.995,0.995,0.995
545,0.9947,0.9947,0.9945,0.9947,0.9928,0.9928,0.9947,0.9947,0.9947
546,0.9957,0.9957,0.9949,0.9957,0.994,0.994,0.9957,0.9957,0.9957
547,0.9955,0.9955,0.9946,0.9955,0.9936,0.9936,0.9955,0.9955,0.9955
548,0.9955,0.9955,0.9945,0.9954,0.9937,0.9937,0.9954,0.9955,0.9955
549,0.9962,0.9962,0.9954,0.9962,0.9947,0.9947,0.9962,0.9962,0.9962
550,0.9954,0.9955,0.9946,0.9954,0.9938,0.9938,0.9955,0.9955,0.9955
551,0.9943,0.9943,0.994,0.9942,0.9922,0.9922,0.9943,0.9943,0.9943
552,0.995,0.995,0.9941,0.995,0.9929,0.9929,0.995,0.995,0.995
553,0.9955,0.9954,0.9952,0.9954,0.9937,0.9937,0.9955,0.9955,0.9955
554,0.995,0.995,0.9948,0.995,0.9931,0.9931,0.995,0.995,0.995
555,0.9952,0.9952,0.995,0.9952,0.9933,0.9933,0.9952,0.9952,0.9952
556,0.9942,0.9943,0.9931,0.9942,0.9922,0.9922,0.9942,0.9943,0.9943
557,0.9955,0.9955,0.9945,0.9955,0.9937,0.9937,0.9955,0.9955,0.9955
558,0.9954,0.9954,0.9946,0.9955,0.9937,0.9937,0.9955,0.9955,0.9955
559,0.9957,0.9957,0.9948,0.9957,0.994,0.994,0.9957,0.9957,0.9957
560,0.9947,0.9947,0.9938,0.9947,0.9927,0.9927,0.9947,0.9947,0.9947
561,0.9959,0.9959,0.9951,0.9959,0.9942,0.9942,0.9959,0.9959,0.9959
562,0.9952,0.9952,0.9943,0.9952,0.9937,0.9937,0.9952,0.9952,0.9952
563,0.9947,0.9947,0.9937,0.9947,0.9925,0.9925,0.9947,0.9947,0.9947
564,0.9955,0.9955,0.9945,0.9954,0.9937,0.9937,0.9955,0.9955,0.9955
565,0.9952,0.9952,0.9942,0.9952,0.9931,0.9931,0.9952,0.9952,0.9952
566,0.9945,0.9945,0.9933,0.9945,0.9922,0.9922,0.9945,0.9945,0.9945
567,0.9938,0.9938,0.9927,0.9938,0.9922,0.9922,0.9938,0.9938,0.9938
568,0.9947,0.9947,0.9938,0.9947,0.9931,0.9931,0.9947,0.9947,0.9947
569,0.9945,0.9945,0.9942,0.9945,0.9921,0.9921,0.9945,0.9945,0.9945
570,0.9955,0.9955,0.9943,0.9954,0.9933,0.9933,0.9955,0.9955,0.9955
571,0.995,0.995,0.9939,0.995,0.9928,0.9928,0.995,0.995,0.995
572,0.9947,0.9947,0.9935,0.9947,0.9924,0.9924,0.9947,0.9947,0.9947
573,0.9947,0.9947,0.9936,0.9947,0.9924,0.9924,0.9947,0.9947,0.9947
574,0.995,0.995,0.9942,0.995,0.9937,0.9937,0.995,0.995,0.995
575,0.9947,0.9947,0.9936,0.9947,0.9924,0.9924,0.9947,0.9947,0.9947
576,0.995,0.995,0.9939,0.995,0.993,0.993,0.995,0.995,0.995
577,0.9957,0.9957,0.9947,0.9957,0.9941,0.9941,0.9957,0.9957,0.9957
578,0.9947,0.9947,0.9937,0.9947,0.9935,0.9935,0.9947,0.9947,0.9947
579,0.9957,0.9957,0.995,0.9957,0.9946,0.9946,0.9957,0.9957,0.9957
580,0.9955,0.9955,0.9946,0.9954,0.9938,0.9938,0.9955,0.9955,0.9955
581,0.9952,0.9952,0.9943,0.9952,0.9933,0.9933,0.9952,0.9952,0.9952
582,0.9955,0.9954,0.9952,0.9955,0.9937,0.9937,0.9955,0.9955,0.9955
583,0.9952,0.9952,0.9943,0.9952,0.9934,0.9934,0.9952,0.9952,0.9952
584,0.995,0.995,0.994,0.9949,0.993,0.993,0.995,0.995,0.995
585,0.9957,0.9957,0.9948,0.9957,0.994,0.994,0.9957,0.9957,0.9957
586,0.9947,0.9947,0.9937,0.9947,0.9927,0.9927,0.9947,0.9947,0.9947
587,0.995,0.995,0.9941,0.995,0.9931,0.9931,0.995,0.995,0.995
588,0.995,0.995,0.994,0.995,0.993,0.993,0.995,0.995,0.995
589,0.995,0.995,0.9941,0.9949,0.993,0.993,0.995,0.995,0.995
590,0.9947,0.9947,0.9938,0.9947,0.9927,0.9927,0.9947,0.9947,0.9947
591,0.994,0.994,0.9937,0.994,0.9918,0.9918,0.994,0.994,0.994
592,0.9957,0.9957,0.9949,0.9957,0.9941,0.9941,0.9957,0.9957,0.9957
593,0.9947,0.9947,0.9937,0.9947,0.9927,0.9927,0.9947,0.9947,0.9947
594,0.9957,0.9957,0.9949,0.9957,0.9942,0.9942,0.9957,0.9957,0.9957
595,0.9945,0.9945,0.9934,0.9945,0.9923,0.9923,0.9945,0.9945,0.9945
596,0.9959,0.9959,0.9952,0.9959,0.9944,0.9944,0.9959,0.9959,0.9959
597,0.9957,0.9957,0.995,0.9957,0.9942,0.9942,0.9957,0.9957,0.9957
598,0.9957,0.9957,0.9949,0.9957,0.994,0.994,0.9957,0.9957,0.9957
599,0.9952,0.9952,0.9943,0.9952,0.9934,0.9934,0.9952,0.9952,0.9952
600,0.9962,0.9962,0.9955,0.9962,0.9947,0.9947,0.9962,0.9962,0.9962
601,0.9959,0.9959,0.9952,0.9959,0.9944,0.9944,0.9959,0.9959,0.9959
602,0.9959,0.9959,0.9952,0.9959,0.9945,0.9945,0.9959,0.9959,0.9959
603,0.9954,0.9955,0.9946,0.9954,0.9937,0.9937,0.9955,0.9955,0.9955
604,0.9952,0.9952,0.9943,0.9952,0.9934,0.9934,0.9952,0.9952,0.9952
605,0.9959,0.9959,0.9952,0.9959,0.9944,0.9944,0.9959,0.9959,0.9959
606,0.9945,0.9945,0.9943,0.9945,0.9923,0.9923,0.9945,0.9945,0.9945
607,0.9959,0.9959,0.9952,0.9959,0.9945,0.9945,0.9959,0.9959,0.9959
608,0.995,0.995,0.9941,0.995,0.993,0.993,0.995,0.995,0.995
609,0.9947,0.9947,0.9937,0.9947,0.9929,0.9929,0.9947,0.9947,0.9947
610,0.9957,0.9957,0.9949,0.9957,0.9941,0.9941,0.9957,0.9957,0.9957
611,0.9952,0.9952,0.9943,0.9952,0.9935,0.9935,0.9952,0.9952,0.9952
612,0.9962,0.9962,0.9954,0.9962,0.9948,0.9948,0.9962,0.9962,0.9962
613,0.9955,0.9955,0.9946,0.9954,0.9937,0.9937,0.9954,0.9955,0.9955
614,0.9957,0.9957,0.9949,0.9957,0.994,0.994,0.9957,0.9957,0.9957
615,0.9942,0.9943,0.9931,0.9942,0.9922,0.9922,0.9943,0.9942,0.9943
616,0.9943,0.9943,0.9932,0.9942,0.9922,0.9922,0.9943,0.9943,0.9943
617,0.9959,0.9959,0.9952,0.9959,0.9944,0.9944,0.9959,0.9959,0.9959
618,0.9952,0.9952,0.9943,0.9952,0.9935,0.9935,0.9952,0.9952,0.9952
619,0.9954,0.9955,0.9946,0.9954,0.9936,0.9936,0.9955,0.9955,0.9955
620,0.9938,0.9938,0.9926,0.9938,0.9916,0.9916,0.9938,0.9938,0.9938
621,0.995,0.995,0.994,0.995,0.9931,0.9931,0.995,0.995,0.995
622,0.9957,0.9957,0.9951,0.9957,0.9946,0.9946,0.9957,0.9957,0.9957
623,0.9957,0.9957,0.9947,0.9957,0.9939,0.9939,0.9957,0.9957,0.9957
624,0.995,0.995,0.994,0.995,0.9929,0.9929,0.995,0.995,0.995
625,0.9942,0.9943,0.9934,0.9942,0.9927,0.9927,0.9943,0.9943,0.9943
626,0.9959,0.9959,0.9949,0.9959,0.9938,0.9938,0.9959,0.9959,0.9959
627,0.9952,0.9952,0.9943,0.9952,0.9939,0.9939,0.9952,0.9952,0.9952
628,0.995,0.995,0.9939,0.995,0.9929,0.9929,0.995,0.995,0.995
629,0.995,0.995,0.9946,0.995,0.9926,0.9926,0.995,0.995,0.995
630,0.9955,0.9955,0.9944,0.9955,0.9937,0.9937,0.9955,0.9955,0.9955
631,0.995,0.995,0.9938,0.995,0.993,0.993,0.995,0.995,0.995
632,0.9959,0.9959,0.9952,0.9959,0.9951,0.9951,0.9959,0.9959,0.9959
633,0.9942,0.9943,0.994,0.9943,0.9919,0.9919,0.9942,0.9942,0.9943
634,0.9952,0.9952,0.9942,0.9952,0.9932,0.9932,0.9952,0.9952,0.9952
635,0.9955,0.9955,0.9952,0.9954,0.9936,0.9936,0.9955,0.9955,0.9955
636,0.9957,0.9957,0.9946,0.9957,0.9937,0.9937,0.9957,0.9957,0.9957
637,0.995,0.995,0.9938,0.995,0.9926,0.9926,0.995,0.995,0.995
638,0.9947,0.9947,0.9937,0.9947,0.9934,0.9934,0.9947,0.9947,0.9947
639,0.9945,0.9945,0.9934,0.9945,0.9932,0.9932,0.9945,0.9945,0.9945
640,0.9964,0.9964,0.9958,0.9964,0.995,0.995,0.9964,0.9964,0.9964
641,0.9952,0.9952,0.9943,0.9952,0.9934,0.9934,0.9952,0.9952,0.9952
642,0.9952,0.9952,0.9943,0.9952,0.9932,0.9932,0.9952,0.9952,0.9952
643,0.9947,0.9947,0.9938,0.9947,0.9928,0.9928,0.9947,0.9947,0.9947
644,0.9943,0.9943,0.9932,0.9942,0.992,0.992,0.9942,0.9943,0.9943
645,0.9955,0.9954,0.9946,0.9954,0.9937,0.9937,0.9955,0.9955,0.9955
646,0.994,0.994,0.9929,0.994,0.9917,0.9917,0.994,0.994,0.994
647,0.9952,0.9952,0.995,0.9952,0.9933,0.9933,0.9952,0.9952,0.9952
648,0.995,0.995,0.994,0.995,0.9931,0.9931,0.995,0.995,0.995
649,0.995,0.995,0.9947,0.995,0.9929,0.9929,0.9949,0.995,0.995
650,0.9962,0.9962,0.996,0.9962,0.9947,0.9947,0.9962,0.9962,0.9962
651,0.9952,0.9952,0.9943,0.9952,0.9935,0.9935,0.9952,0.9952,0.9952
652,0.9945,0.9945,0.9935,0.9945,0.9923,0.9923,0.9945,0.9945,0.9945
653,0.9945,0.9945,0.9943,0.9945,0.9924,0.9924,0.9945,0.9945,0.9945
654,0.9955,0.9954,0.9952,0.9955,0.9938,0.9938,0.9955,0.9955,0.9955
655,0.9947,0.9947,0.9937,0.9947,0.9928,0.9928,0.9947,0.9947,0.9947
656,0.9952,0.9952,0.9942,0.9952,0.9932,0.9932,0.9952,0.9952,0.9952
657,0.9954,0.9955,0.9946,0.9954,0.9939,0.9939,0.9955,0.9955,0.9955
658,0.995,0.9952,0.994,0.995,0.9931,0.9931,0.995,0.995,0.995
659,0.9952,0.9952,0.9943,0.9952,0.9933,0.9933,0.9952,0.9952,0.9952
660,0.9959,0.9959,0.9956,0.9959,0.9957,0.9957,0.9959,0.9959,0.9959
661,0.995,0.995,0.9945,0.995,0.9946,0.9946,0.995,0.995,0.995
662,0.9964,0.9964,0.9961,0.9964,0.9961,0.9961,0.9964,0.9964,0.9964
663,0.9959,0.9959,0.9956,0.9959,0.9956,0.9956,0.9959,0.9959,0.9959
664,0.9952,0.9952,0.9948,0.9952,0.9948,0.9948,0.9952,0.9952,0.9952
665,0.9945,0.9945,0.994,0.9945,0.9941,0.9941,0.9945,0.9945,0.9945
666,0.9952,0.9952,0.9948,0.9952,0.9949,0.9949,0.9952,0.9952,0.9952
667,0.9952,0.9952,0.9948,0.9952,0.9948,0.9948,0.9952,0.9952,0.9952
668,0.9959,0.9959,0.9956,0.9959,0.9956,0.9956,0.9959,0.9959,0.9959
669,0.9955,0.9955,0.995,0.9955,0.9951,0.9951,0.9955,0.9955,0.9955
670,0.995,0.995,0.9945,0.995,0.9946,0.9946,0.995,0.995,0.995
671,0.9959,0.9959,0.9956,0.9959,0.9956,0.9956,0.9959,0.9959,0.9959
672,0.9959,0.9959,0.9956,0.9959,0.9957,0.9957,0.9959,0.9959,0.9959
673,0.9966,0.9967,0.9964,0.9967,0.9964,0.9964,0.9967,0.9967,0.9967
674,0.995,0.995,0.9946,0.995,0.9946,0.9946,0.995,0.995,0.995
675,0.995,0.995,0.9945,0.995,0.9946,0.9946,0.995,0.995,0.995
676,0.994,0.994,0.9935,0.994,0.9936,0.9936,0.994,0.994,0.994
677,0.995,0.995,0.9945,0.995,0.9946,0.9946,0.995,0.995,0.995
678,0.9955,0.9955,0.9951,0.9955,0.995,0.995,0.9955,0.9955,0.9955
679,0.9945,0.9945,0.994,0.9945,0.9941,0.9941,0.9945,0.9945,0.9945
680,0.995,0.995,0.9945,0.995,0.9946,0.9946,0.995,0.995,0.995
681,0.9952,0.9952,0.9947,0.9952,0.9948,0.9948,0.9952,0.9952,0.9952
682,0.9947,0.9947,0.9942,0.9947,0.9943,0.9943,0.9947,0.9947,0.9947
683,0.9942,0.9943,0.9936,0.9942,0.9937,0.9937,0.9943,0.9943,0.9943
684,0.9947,0.9947,0.9943,0.9947,0.9942,0.9942,0.9947,0.9947,0.9947
685,0.9945,0.9945,0.994,0.9945,0.9941,0.9941,0.9945,0.9945,0.9945
686,0.9955,0.9955,0.995,0.9955,0.9952,0.9952,0.9955,0.9955,0.9955
687,0.9955,0.9955,0.9951,0.9955,0.9953,0.9953,0.9955,0.9955,0.9955
688,0.9955,0.9955,0.9949,0.9955,0.995,0.995,0.9955,0.9955,0.9955
689,0.9952,0.9952,0.9947,0.9952,0.9947,0.9947,0.9952,0.9952,0.9952
690,0.995,0.995,0.9944,0.995,0.9944,0.9944,0.995,0.995,0.995
691,0.995,0.995,0.9949,0.9949,0.9944,0.9944,0.995,0.995,0.995
692,0.9957,0.9957,0.9952,0.9957,0.9952,0.9952,0.9957,0.9957,0.9957
693,0.9957,0.9957,0.9953,0.9957,0.9954,0.9954,0.9957,0.9957,0.9957
694,0.995,0.995,0.9943,0.995,0.9944,0.9944,0.995,0.995,0.995
695,0.9952,0.9952,0.9947,0.9952,0.9947,0.9947,0.9952,0.9952,0.9952
696,0.9957,0.9957,0.9952,0.9957,0.9954,0.9954,0.9957,0.9957,0.9957
697,0.9947,0.9947,0.9944,0.9947,0.9945,0.9945,0.9947,0.9947,0.9947
698,0.9952,0.9952,0.9948,0.9952,0.9949,0.9949,0.9952,0.9952,0.9952
699,0.9952,0.9952,0.9945,0.9952,0.9946,0.9946,0.9952,0.9952,0.9952
700,0.9952,0.9952,0.9948,0.9952,0.9948,0.9948,0.9952,0.9952,0.9952
701,0.9955,0.9955,0.995,0.9955,0.9951,0.9951,0.9955,0.9955,0.9955
702,0.9947,0.9947,0.9943,0.9947,0.9944,0.9944,0.9947,0.9947,0.9947
703,0.9947,0.9947,0.9943,0.9947,0.9943,0.9943,0.9947,0.9947,0.9947
704,0.9947,0.9947,0.9943,0.9947,0.9943,0.9943,0.9947,0.9947,0.9947
705,0.9947,0.9947,0.9943,0.9947,0.9943,0.9943,0.9947,0.9947,0.9947
706,0.995,0.995,0.9948,0.995,0.9946,0.9946,0.995,0.995,0.995
707,0.9947,0.9947,0.9943,0.9947,0.9943,0.9943,0.9947,0.9947,0.9947
708,0.994,0.994,0.9935,0.994,0.9936,0.9936,0.994,0.994,0.994
709,0.995,0.995,0.9945,0.995,0.9946,0.9946,0.995,0.995,0.995
710,0.9942,0.9942,0.9938,0.9943,0.9938,0.9938,0.9943,0.9943,0.9943
711,0.995,0.995,0.9945,0.995,0.9945,0.9945,0.995,0.995,0.995
712,0.994,0.994,0.9938,0.994,0.9935,0.9935,0.994,0.994,0.994
713,0.9952,0.9952,0.9948,0.9952,0.9949,0.9949,0.9952,0.9952,0.9952
714,0.9947,0.9947,0.9943,0.9947,0.9943,0.9943,0.9947,0.9947,0.9947
715,0.9964,0.9964,0.9961,0.9964,0.9961,0.9961,0.9964,0.9964,0.9964
716,0.9945,0.9945,0.994,0.9945,0.9941,0.9941,0.9945,0.9945,0.9945
717,0.9947,0.9947,0.9943,0.9947,0.9943,0.9943,0.9947,0.9947,0.9947
718,0.9938,0.9938,0.9933,0.9938,0.9933,0.9933,0.9938,0.9938,0.9938
719,0.9955,0.9955,0.995,0.9955,0.9951,0.9951,0.9955,0.9955,0.9955
720,0.9955,0.9955,0.9954,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955
721,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
722,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952
723,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
724,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.9943,0.994
725,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955
726,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9959,0.9962,0.9959
727,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
728,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
729,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
730,0.9947,0.9947,0.9952,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947
731,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9964,0.9962
732,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.9959,0.995
733,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947
734,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9955,0.9952
735,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.9955,0.995
736,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964
737,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
738,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9952,0.9955,0.9952
739,0.9955,0.9955,0.9954,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955
740,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945
